"","","","","","","","Gay-friendlyTakeoutSolo diningCheap eatsWheelchair accessible bathroom","Cash only","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Chelsea","","","","","","","","","","","","","","","","Mon&#8211;Sat 6am&#8211;11pm","","","","","","","","","","","","","","","","1025","","","","","","","","","","","","","","","","96 Eighth Ave between 14th and 15th Sts","La Taza de Oro","","","","","","","","","","","","","","","","","212-243-9946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caribbean: Puerto Rican","","Subway: A, C, E to 14th St; L to Eighth Ave","","","","","","","","","","","","","","","","","","uu ","","6/21/2004","212-243-9946","Fact check inRaw review inFirst edit inFinal edit inCopy edit inReady to galley","","10011","","","","","","","","","","","","","","","","","$","LaTazadeOro","","ED","","","","","","","","","","","","","","","","","",""
"","","","","","","","CateringDeliveryClassic NYGood for large groupsPrivate roomsKid-friendlyPretheaterSolo diningNo steps at entranceTakeoutTourist spotNYCVisit: Culture buffNYCVisit: Power brokerNYCVisit: FamilyWheelchair accessible bathroom","Cash only","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown West","","","","","","","","","","","","","","","","Daily 6:30am&#8211;4am","","","","","","","","","","","","","","","","1027","","","","","","","","","","","","","","","","854 Seventh Ave at 55th St","Carnegie Deli","","","","","","","","","","","","","","","","","212-757-2245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","American: $15 and less","","Subway: B, D, E to Seventh Ave; N, Q, R, W to 57th St","","","","","","","","","","","","","","","","","","ebarr","","6/18/2003","212-757-2245","Fact check in","","10019","","","","","","","","","","","","","","","","","$$","CarnegieDeli","","ED","","","","","","","","","","","","","","","","","www.carnegiedeli.com",""
"Private parties","","","","","","","Notable chefPower mealsFull barPrix-fixe menuDate placeReservations requiredPrivate roomsConversation-friendlyNotable wine listPretheaterVegetarian-friendlyWheelchair accessible bathroomTourist spotGarden seatingGreat viewsHigh-designNo steps at entranceNYCVisit: Power brokerNYCVisit: RomanticNYCVisit: TrendsetterNYCVisit: Glamour houndBar scene","AmEx, MC, V","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Upper West Side","Upper West Side","","","","","","","","","","","","","","","Mon&#8211;Thu noon&#8211;2:30pm, 5:30&#8211;11pm; Fri noon&#8211;2:30pm, 5:15&#8211;11pm; Sat 5:15&#8211;11pm","Mon&#8211;Fri noon&#8211;3pm, 5:30&#8211;11pm; Sat 5:30&#8211;11pm","","","","","","","","","","","","","","","1028","Trump International Hotel & Tower, 1 Central Park West at Columbus Circle","","","","","","","","","","","","","","","Trump International Hotel & Tower, 1 Central Park West at Columbus Circle","Jean Georges","Nougatine and Mistral Terrace","","","","","","","","","","","","","","","","212-299-3900","212-299-3900","","","","","","","","","","","","","","","","Average main course: $27","","","","","","","","","","","","","","","French: $25 and up","French: $25 and up","Subway: A, C, B, D, 1 to 59th St&#8211;Columbus Circle","Subway: A, C, B, D, 1, 9 to 59th St&#8211;Columbus Circle","","","","","","","","","","","","","","","","yes","Gabriella Gershenson (E&D 2008)","x","4/30/2004","212-299-3900","Raw review inFirst edit in","1870 bottle- Chateau Lafite/$14,000","10023","","","","","","","","","","","","","","","","","$$$","JeanGeorges","","ED","","","","","","","","","","","","","","","","","www.jean-georges.com",""
"","","","","","","","TakeoutDeliveryWine & beer onlySolo diningNo steps at entranceOutdoor seatingCatering","AmEx, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown West","","","","","","","","","","","","","","","","Mon&#8211;Fri 6am&#8211;5pm; Sat 7am&#8211;2:30pm","","","","","","","","","","","","","","","","1030","","","","","","","","","","","","","","","","136 W 46th St between Sixth and Seventh Aves","Margon","","","","","","","","","","","","","","","","","212-354-5013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Caribbean","","Subway: B, D, F, V to 47&#8211;50th Sts&#8211;Rockefeller Ctr","","","","","","","","","","","","","","","","","","uu","x","6/2/2004","212-354-5013","Fact check inRaw review inFirst edit inFinal edit inCopy edit in","","10036","","","","","","","","","","","","","","","","","$","Margon","","ED","","","","","","","","","","","","","","","","","www.margonrestaurant.net",""
"","","","","","","Cuban cooking finds its Zen at Asia de Cuba. The menu is a careful combination of Asian inflections and Cuban flavor, a concept most successful in seafood dishes like the calamari salad with banana, cashews and orange sesame dressing. Beef dumplings are steamed with coconut rice for island flavor, while traditional Cuban entr&eacute;es like roast pork nod to the East with their pairing with bok choy. The Philippe Starck&#8211;designed bi-level restaurant, a sea of white with subtle hints of amber and orange, features a balcony-like lounge and dining area overlooking a giant communal table downstairs.","TrendyReservations requiredVegetarian-friendlyFull barCateringLively sceneGood for large groupsDate placeClassic NYNo steps at entranceNYCVisit: TrendsetterNYCVisit: RomanticNYCVisit: Power brokerNYCVisit: Glamour houndBar scene","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown East","","","","","","","","","","","","","","","","Mon&#8211;Wed noon&#8211;11pm; Thu, Fri noon&#8211;midnight; Sat 5:30pm&#8211;midnight; Sun 5:30&#8211;11pm","","","","","","","","","","","","","","","","1032","","","","","","","","","","","","","","","","Morgans Hotel, 237 Madison Ave between 37th and 38th Sts","Asia de Cuba","","","","","","","","","","","","","","","","","212-726-7755","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asian: Pan-Asian","Latin American","Subway: B, D, F, V to 42nd St&#8211;Bryant Park; 7 to Fifth Ave","","","","","","","","","","","","","","","","","","ebarr","x","5/28/2004","212-726-7755","Fact check inRaw review inFirst edit inFinal edit inCopy edit in","","10016","","","","","","","","","","","","","","","","","$$$","AsiadeCuba","","ED","","","","","","","","","","","","","","","","","www.chinagrillmanagement.com",""
"","","","","","","New York City was once a world-renowned oyster town, and this beloved 90-year-old landmark, nestled in Grand Central&#146;s lower level, reminds diners of that former glory. Two large rooms flank a white-topped counter where eaters can choose from around 30 varieties of bivalves. Kids may be more interested in one of the famously huge desserts: The apple pie bursts forth with razor-thin slices of fruit.","Power mealsClassic NYSolo diningNo steps at entranceTourist spotWheelchair accessible bathroomDining at barFull barDate placeNYCVisit: Power brokerNYCVisit: ExplorerNYCVisit: Culture buffBar sceneNYCVisit: FamilyBYOBGood for large groupsGreat viewsKid-friendlyLively scenePrivate roomsTakeout","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Midtown East","","","","","","","","","","","","","","","","Mon&#8211;Fri 11:30am&#8211;9:30pm; Sat noon&#8211;9:30pm","","","","","","","","","","","","","","","","1035","","","","","","","","","","","","","","","","Grand Central Terminal, Lower Concourse, 42nd St at Park Ave","Grand Central Oyster Bar & Restaurant","","","","","","","","","","","","","","","","","212-490-6650","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Seafood","","Subway: 42nd St S, 4, 5, 6, 7 to 42nd St&#8211;Grand Central","","","","","","","","","","","","","","","","","","Gabriella Gershenson (E&D 2009)","x","5/17/2004","212-490-6650","Fact check inRaw review inFinal edit inCopy edit in","200 bottles; 50 by glass","10017","","","","","","","","","","","","","","","","","$$$","GrandCentralOysterBarRestaurant","","ED","","","","","","","","","","","","","","","","","oysterbarny.com",""
"","","","","","","","Good for large groupsFull barPrivate roomsPower mealsClassic NYNo steps at entranceNotable wine listTourist spotReservations requiredBar sceneCateringWheelchair accessible bathroomNYCVisit: Culture buff","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","yes","","Midtown East","","","","","","","","","","","","","","","","Mon&#8211;Thu noon&#8211;11pm; Fri noon&#8211;11:30pm; Sat 5&#8211;11:30pm","","","","","","","","","","","","","","","","1036","","","","","","","","","","","","","","","","210 E 46th St between Second and Third Aves","Sparks","","","","","","","","","","","","","","","","","212-687-4855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Steakhouses","","Subway: 42nd St S, 4, 5, 6, 7 to 42nd St&#8211;Grand Central","","","","","","","","","","","","","","","","","yes","E&D Connell Barrett (paid)","x","7/23/2004","212-687-4855","Fact check inReady to galleyCopy edit inFinal edit inFirst edit inRaw review in","","10017","","","","","","","","","","","","","","","","","$$$","Sparks","","ED","","","","","","","","","","","","","","","","","www.sparksnyc.com",""
"Private parties","","","","","","","Notable chefNo steps at entrancePretheaterWheelchair accessible bathroomDate placePower mealsTrendyReservations requiredFull barGood for large groupsGarden seatingDining at barBar scene","AmEx, DC, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Midtown East","","","","","","","","","","","","","","","","Mon&#8211;Fri noon&#8211;3pm, 5:30&#8211;11pm. Sat 5:30&#8211;11pm","","","","","","","","","","","","","","","","1037","","","","","","","","","","","","","","","","200 E 54th St at Third Ave","Vong (CLOSED)","","","","","","","","","","","","","","","","","212-486-9592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thai","French: $25 and up","Subway: E, V to Lexington Ave&#8211;53rd St; 6 to 51st St","","","","","","","","","","","","","","","","","","Maile Carpenter (E&D 2008)","","5/14/2004","212-486-9592","Fact check inRaw review inFirst edit inFinal edit inCopy edit in","","10022","","","","","","","","","","","","","","","","","expensive","Vong(CLOSED","Patio","ED","yes","","","","","","","","","","","","","","","","www.jean-georges.com",""
"Private rooms","","","","","","","Classic NYPower mealsTourist spotPrivate roomsFull barBar sceneWheelchair accessible bathroom","AmEx, DC, Disc, MC, V","","","","","","","","","","","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","Upper East Side","","","","","","","","","","","","","","","","Mon&#8211;Sat 6pm-2am; Sun 5pm&#8211;1am","","","","","","","","","","","","","","","","1039","","","","","","","","","","","","","","","","1703 Second Ave between 88th and 89th Sts","Elaine&#146;s","","","","","","","","","","","","","","","","","212-534-8103","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Italian: $16-24","","Subway: 4, 5, 6 to 86th St","","","","","","","","","","","","","","","","","","uu","x","5/26/2004","212-534-8103","Fact check inRaw review inFirst edit inFinal edit inCopy edit in","","10128","","","","","","","","","","","","","","","","","$$","Elaines","","ED","","","","","","","","","","","","","","","","","",""
"","","","","","","This is East Harlem&#146;s favorite parlor, and with good reason. Sit down for a pie or stand up for a slice at the 71-year-old uptown joint.","TakeoutCateringFull barKid-friendlyVegetarian-friendlyClassic NY","Cash only","Cash only","","","","","","","Cash only","Cash only","Cash only","","","","","","","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","New York, NY","","","East Harlem","West Village","","","","","","","Midtown East","Upper East Side","Upper West Side","","","","","","Mon&#8211;Thu 11am&#8211;midnight; Fri 11am&#8211;1am; Sat 11am&#8211;2am; Sun 1&#8211;11pm","Noon&#8211;11pm","","","","","","","Sun&#8211;Thu noon&#8211;11pm; Fri, Sat noon&#8211;midnight","Noon&#8211;11pm","Sun&#8211;Thu noon&#8211;11pm; Fri, Sat noon&#8211;midnight","","","","","","1041","67 University Pl between 10th and 11th Sts","","","","","","","509 Third Ave between 34th and 35th Sts","1312 Second Ave at 69th St","61 W 74th St between Central Park West and Columbus Ave","","","","","","2287 First Ave between 117th and 118th Sts","Patsy&#146;s Pizzeria","Patsy&#146;s Pizzeria","","","","","","","Patsy&#146;s Pizzeria","Patsy&#146;s Pizzeria","Patsy&#146;s Pizzeria","","","","","","","212-534-9783","212-533-3500","","","","","","","212-689-7500","212-639-1000","212-579-3000","","","","","","","Large plain pizza: $13.50","","","","","","","Large plain pizza: $13.50","Large plain pizza: $16.80","Large plain pizza: $14.60","","","","","","Italian: Pizza ","","Subway: 6 to 116th St","Subway: L, N, Q, R, W, 4, 5, 6 to 14th St&#8211;Union Sq","","","","","","","Subway: 6 to 33rd St","Subway: 6 to 68th St&#8211;Hunter College","Subway: B, C to 72nd St","","","","","","","","ebarr","","6/18/2003","212-534-9783","","","10035","10003","","","","","","","10016","10023","10021","","","","","","","$","PatsysPizzeria","","ED","","","","","","","","","","","","","","","","","www.patsyspizzeriany.com",""
